text,characters,words,page_number,font_size,is_bold,font_threshold_flag,y_position,x_position,relative_font_size,text_case,verbs,nouns,adjectives,adverbs,pronouns,cardinal_numbers,coordinating_conjunctions,starts_with_number,ends_with_colon,has_punctuation,relative_y_position,avg_word_length,word_density,verb_ratio,noun_ratio,adjective_ratio,is_short,is_very_short,is_heading
"  Do you use your mobile devices (e.g. smartphones, tablets, MP3 players,",74,12,4,9.799999872843424,0,1,626.3301391601562,106.45999908447266,1.0337553107657227,3,0,0,0,0,0,0,0,0,0,1,0.22657445553732006,6.166666666666667,0.16216216216216217,0.0,0.0,0.0,0,0,0
PDAs) for learning English?,27,4,4,9.479999542236328,0,0,638.3325805664062,120.5,1.0,3,0,0,0,0,0,0,0,0,0,1,0.21080770100541443,6.75,0.14814814814814814,0.0,0.0,0.0,1,1,0
  Why do you use your mobile device(s) for learning English?,61,11,4,9.799999872843424,0,1,649.8501586914062,106.45999908447266,1.0337553107657227,3,0,0,0,0,0,0,0,0,0,1,0.19567787691776176,5.545454545454546,0.18032786885245902,0.0,0.0,0.0,0,0,0
  When did you start using your mobile device(s) for learning English? Has the,79,14,4,9.799999872843424,0,1,661.9701538085938,106.45999908447266,1.0337553107657227,3,0,0,0,0,0,0,0,0,0,1,0.1797567004276951,5.642857142857143,0.17721518987341772,0.0,0.0,0.0,0,0,0
use of your mobile device(s) increased or decreased since that time?,68,11,4,9.479999542236328,0,0,673.9926147460938,120.5,1.0,0,0,0,0,0,0,0,0,0,0,1,0.16396364765992405,6.181818181818182,0.16176470588235295,0.0,0.0,0.0,0,0,0
  Do you use your mobile device(s) during classes?,51,9,4,9.799999872843424,0,1,685.5101928710938,106.45999908447266,1.0337553107657227,3,0,0,0,0,0,0,0,0,0,1,0.14883382357227137,5.666666666666667,0.17647058823529413,0.0,0.0,0.0,1,0,0
  Do you use your mobile device(s) more frequently in- or out-of-class English,79,13,4,9.799999872843424,0,1,697.6301879882812,106.45999908447266,1.0337553107657227,3,0,0,0,0,0,0,0,0,0,0,0.1329126470822047,6.076923076923077,0.16455696202531644,0.0,0.0,0.0,0,0,0
learning?,9,1,4,9.479999542236328,0,0,709.632568359375,120.5,1.0,0,0,0,0,0,0,0,0,0,0,1,0.11714597272784745,9.0,0.1111111111111111,0.0,0.0,0.0,1,1,0
  What mobile apps have you been using most frequently and/or recently?,72,12,4,9.799999872843424,0,1,721.150146484375,106.45999908447266,1.0337553107657227,3,0,0,0,0,0,0,0,0,0,1,0.10201614864019479,6.0,0.16666666666666666,0.0,0.0,0.0,0,0,0
  Do you use your mobile device(s) more often in relation to formal or informal,80,15,4,9.799999872843424,0,1,733.2701416015625,106.45999908447266,1.0337553107657227,3,0,0,0,0,0,0,0,0,0,0,0.08609497215012812,5.333333333333333,0.1875,0.0,0.0,0.0,0,0,0
English language study?,23,3,4,9.479999542236328,0,0,745.2725830078125,120.5,1.0,3,0,0,0,0,0,0,0,0,0,1,0.0703282176182225,7.666666666666667,0.13043478260869565,0.0,0.0,0.0,1,1,0
"The EUROCALL Review, Volume 25, No. 2, September 2017",53,9,5,11.039999961853027,0,1,37.559967041015625,166.6999969482422,1.4603174663244793,3,0,0,0,0,0,0,0,0,0,1,1.0,5.888888888888889,0.16981132075471697,0.0,0.0,0.0,1,0,0
22,2,1,5,8.039999961853027,0,1,798.8099365234375,293.57000732421875,1.063492066495573,3,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0.5,0.0,0.0,0.0,1,1,0
  Do you organize regular formal or informal mobile English language learning,78,12,5,9.799999872843424,0,1,70.89016723632812,106.45999908447266,1.2962962892881076,3,0,0,0,0,0,0,0,0,0,0,0.9562164840308974,6.5,0.15384615384615385,0.0,0.0,0.0,0,0,0
sessions?,9,1,5,9.479999542236328,0,1,83.01258087158203,120.5,1.2539682029085932,0,0,0,0,0,0,0,0,0,0,1,0.9402921305054766,9.0,0.1111111111111111,0.0,0.0,0.0,1,1,0
  What do you learn most frequently by means of your mobile device(s)? Why,75,14,5,9.799999872843424,0,1,94.53018188476562,106.45999908447266,1.2962962892881076,3,0,0,0,0,0,0,0,0,0,1,0.9251622763512433,5.357142857142857,0.18666666666666668,0.0,0.0,0.0,0,0,0
this?,5,1,5,9.479999542236328,0,1,106.53260040283203,120.5,1.2539682029085932,0,0,0,0,0,0,0,0,0,0,1,0.9093955518859183,5.0,0.2,0.0,0.0,0.0,1,1,0
  Do you feel that thanks to the use of your mobile device(s) you devote more,78,16,5,9.799999872843424,0,1,118.17019653320312,106.45999908447266,1.2962962892881076,3,0,0,0,0,0,0,0,0,0,0,0.8941080686715891,4.875,0.20512820512820512,0.0,0.0,0.0,0,0,0
time for learning the English language?,39,6,5,9.479999542236328,0,1,130.172607421875,120.5,1.2539682029085932,3,0,0,0,0,0,0,0,0,0,1,0.8783413542284577,6.5,0.15384615384615385,0.0,0.0,0.0,1,0,0
"  As far as learning English through your mobile device(s) is concerned, do you",80,14,5,9.799999872843424,0,1,141.69021606445312,106.45999908447266,1.2962962892881076,3,0,0,0,0,0,0,0,0,0,1,0.8632114900520308,5.714285714285714,0.175,0.0,0.0,0.0,0,0,0
consider yourself as an experienced user of such device(s)?,59,9,5,9.479999542236328,0,1,153.81256103515625,120.5,1.2539682029085932,0,0,0,0,0,0,0,0,0,0,1,0.8472872267263519,6.555555555555555,0.15254237288135594,0.0,0.0,0.0,1,0,0
The gathered data were subjected to qualitative and quantitative analysis. The analysis,87,12,5,9.479999542236328,0,1,170.612548828125,85.10399627685547,1.2539682029085932,3,0,0,0,0,0,0,0,0,0,1,0.8252182763599024,7.25,0.13793103448275862,0.0,0.0,0.0,0,0,0
"started with partial transcription of the important parts of the data (Dörnyei, 2007) on a",90,15,5,9.479999542236328,0,1,182.132568359375,85.10399627685547,1.2539682029085932,3,0,0,0,0,0,0,0,0,0,1,0.810085245170315,6.0,0.16666666666666666,0.0,0.0,0.0,0,0,0
computer word processor program Microsoft Word 2016 . Then the transcribed parts of,83,13,5,9.479999542236328,0,1,193.652587890625,85.10399627685547,1.2539682029085932,3,0,0,0,0,0,0,0,0,0,1,0.7949522139807275,6.384615384615385,0.1566265060240964,0.0,0.0,0.0,0,0,0
the data were read several times in order to look for common themes and frequently,82,15,5,9.479999542236328,0,1,205.172607421875,85.10399627685547,1.2539682029085932,0,0,0,0,0,0,0,0,0,0,0,0.77981918279114,5.466666666666667,0.18292682926829268,0.0,0.0,0.0,0,0,0
"occurring information. The recurring ideas were coded and recoded, revised and",78,11,5,9.479999542236328,0,1,216.72259521484375,85.10399627685547,1.2539682029085932,3,0,0,0,0,0,0,0,0,0,1,0.7646467844253028,7.090909090909091,0.14102564102564102,0.0,0.0,0.0,0,0,0
updated. The researcher used the highlighting function of the word processor program,84,12,5,9.479999542236328,0,1,228.362548828125,85.10399627685547,1.2539682029085932,3,0,0,0,0,0,0,0,0,0,1,0.7493562043531679,7.0,0.14285714285714285,0.0,0.0,0.0,0,0,0
which allows the user to highlight the text on the transcript with different colors and,87,15,5,9.479999542236328,0,1,239.882568359375,85.10399627685547,1.2539682029085932,0,0,0,0,0,0,0,0,0,0,0,0.7342231731635803,5.8,0.1724137931034483,0.0,0.0,0.0,0,0,0
comments to record any observations and thematic categories recognized in the data.,83,12,5,9.479999542236328,0,1,251.402587890625,85.10399627685547,1.2539682029085932,0,0,0,0,0,0,0,0,0,0,1,0.7190901419739929,6.916666666666667,0.14457831325301204,0.0,0.0,0.0,0,0,0
"The emerged categories were reviewed, compared, modified and either merged or",77,11,5,9.479999542236328,0,1,262.922607421875,85.10399627685547,1.2539682029085932,3,0,0,0,0,0,0,0,0,0,1,0.7039571107844054,7.0,0.14285714285714285,0.0,0.0,0.0,0,0,0
abandoned. It should also be noted that the obtained data were analyzed quantitatively.,87,13,5,9.479999542236328,0,1,274.56256103515625,85.10399627685547,1.2539682029085932,3,0,0,0,0,0,0,0,0,0,1,0.6886665307122705,6.6923076923076925,0.14942528735632185,0.0,0.0,0.0,0,0,0
This type of analysis involved counting the number of the interviewees’ responses and,85,13,5,9.479999542236328,0,1,286.08258056640625,85.10399627685547,1.2539682029085932,3,0,0,0,0,0,0,0,0,0,0,0.673533499522683,6.538461538461538,0.15294117647058825,0.0,0.0,0.0,0,0,0
calculating percentages.,24,2,5,9.479999542236328,0,1,297.60260009765625,85.10399627685547,1.2539682029085932,0,0,0,0,0,0,0,0,0,0,1,0.6584004683330955,12.0,0.08333333333333333,0.0,0.0,0.0,1,1,0
4. Findings ,12,2,5,9.479999542236328,1,1,314.402587890625,85.10399627685547,1.2539682029085932,2,0,0,0,0,0,0,0,1,0,1,0.6363315179666461,6.0,0.16666666666666666,0.0,0.0,0.0,1,1,0
A thorough analysis of the data yielded the following thematic categories: usage of,83,13,5,9.479999542236328,0,1,331.20257568359375,85.10399627685547,1.2539682029085932,3,0,0,0,0,0,0,0,0,0,0,0.6142625676001966,6.384615384615385,0.1566265060240964,0.0,0.0,0.0,0,0,0
"mobile devices , reasons for using mobile devices , resources and",65,11,5,9.479999542236328,0,1,342.7225646972656,85.10399627685547,1.2539682029085932,0,0,0,0,0,0,0,0,0,0,1,0.5991295764993833,5.909090909090909,0.16923076923076924,0.0,0.0,0.0,0,0,0
"tools , mobile",14,3,5,9.479999542236328,0,1,342.7225646972656,448.8291931152344,1.2539682029085932,0,0,0,0,0,0,0,0,0,0,1,0.5991295764993833,4.666666666666667,0.21428571428571427,0.0,0.0,0.0,1,1,0
"encounters , language practiced and study performance .",55,8,5,9.479999542236328,0,1,354.2425842285156,85.10399627685547,1.2539682029085932,0,0,0,0,0,0,0,0,0,0,1,0.5839965453097958,6.875,0.14545454545454545,0.0,0.0,0.0,1,0,0
4.1. Usage of mobile devices ,29,5,5,9.479999542236328,0,1,371.0625915527344,120.5,1.2539682029085932,3,0,0,0,0,0,0,0,0,0,1,0.5619012967074809,5.8,0.1724137931034483,0.0,0.0,0.0,1,1,0
Table 1 shows the study participants’ mobile devices (MobDs) usage descriptions. The,84,12,5,9.479999542236328,0,1,387.8625793457031,85.10399627685547,1.2539682029085932,3,0,0,0,0,0,0,0,0,0,1,0.5398323463410314,7.0,0.14285714285714285,0.0,0.0,0.0,0,0,0
table demonstrates that smartphones were the most often used mobile devices by the,82,13,5,9.479999542236328,0,1,399.382568359375,85.10399627685547,1.2539682029085932,0,0,0,0,0,0,0,0,0,0,0,0.5246993552402182,6.3076923076923075,0.15853658536585366,0.0,0.0,0.0,0,0,0
"students. In addition, the numerical information in the table indicates that the",80,12,5,9.479999542236328,0,1,411.0225830078125,85.10399627685547,1.2539682029085932,3,0,0,0,0,0,0,0,0,0,1,0.5094086949905349,6.666666666666667,0.15,0.0,0.0,0.0,0,0,0
"participants, on average, had been using them for English language study for about",82,13,5,9.479999542236328,0,1,422.5425720214844,85.10399627685547,1.2539682029085932,3,0,0,0,0,0,0,0,0,0,1,0.49427570388972153,6.3076923076923075,0.15853658536585366,0.0,0.0,0.0,0,0,0
"3.80 years (minimum 2, maximum 6 years). 9 (45%) and 11 (55%) of the subjects",77,15,5,9.479999542236328,0,1,434.0625915527344,85.10399627685547,1.2539682029085932,0,0,0,0,0,0,0,0,0,0,1,0.4791426727001341,5.133333333333334,0.19480519480519481,0.0,0.0,0.0,0,0,0
"started using their mobile devices at senior high school and university, respectively. It",89,13,5,9.479999542236328,0,1,445.58258056640625,85.10399627685547,1.2539682029085932,3,0,0,0,0,0,0,0,0,0,1,0.4640096815993208,6.846153846153846,0.14606741573033707,0.0,0.0,0.0,0,0,0
"should also be added that, with the exception of one student (i.e. S9), all the other",85,16,5,9.479999542236328,0,1,457.2225646972656,85.10399627685547,1.2539682029085932,3,0,0,0,0,0,0,0,0,0,1,0.44871906143841167,5.3125,0.18823529411764706,0.0,0.0,0.0,0,0,0
participants claimed to use their mobile devices in order to learn English much more,84,14,5,9.479999542236328,0,1,468.7425842285156,85.10399627685547,1.2539682029085932,3,0,0,0,0,0,0,0,0,0,0,0.4335860302488242,6.0,0.16666666666666666,0.0,0.0,0.0,0,0,0
"frequently with time. Finally, more than half of the students (55%) regarded themselves",87,13,5,9.479999542236328,0,1,480.2625732421875,85.10399627685547,1.2539682029085932,3,0,0,0,0,0,0,0,0,0,1,0.4184530391480109,6.6923076923076925,0.14942528735632185,0.0,0.0,0.0,0,0,0
as experienced or fairly experienced users of their MobDs for English language learning;,88,13,5,9.479999542236328,0,1,491.7825927734375,85.10399627685547,1.2539682029085932,3,0,0,0,0,0,0,0,0,0,1,0.40332000795842343,6.769230769230769,0.14772727272727273,0.0,0.0,0.0,0,0,0
"however, 45% claimed not to be very skilful in this area.",57,11,5,9.479999542236328,0,1,503.30255126953125,85.10399627685547,1.2539682029085932,0,0,0,0,0,0,0,0,0,0,1,0.38818705694638433,5.181818181818182,0.19298245614035087,0.0,0.0,0.0,0,0,0
Table 1. The students’ mobile devices usage descriptions.,57,8,5,9.479999542236328,0,1,520.1026000976562,85.10399627685547,1.2539682029085932,3,0,0,0,0,0,0,0,0,0,1,0.3661180264023865,7.125,0.14035087719298245,0.0,0.0,0.0,1,0,0
Year/ ,6,1,5,7.559999942779541,1,0,547.1422119140625,85.10399627685547,1.0,2,0,0,0,0,0,0,0,0,0,0,0.3305980094560599,6.0,0.16666666666666666,0.0,0.0,0.0,1,1,0
Level,5,1,5,7.559999942779541,1,0,561.542236328125,85.10399627685547,1.0,2,0,0,0,0,0,0,0,0,0,0,0.31168172046907555,5.0,0.2,0.0,0.0,0.0,1,1,0
of,2,1,5,7.559999942779541,1,0,561.542236328125,119.17692565917969,1.0,0,0,0,0,0,0,0,0,0,0,0,0.31168172046907555,2.0,0.5,0.0,0.0,0.0,1,1,0
study ,6,1,5,7.559999942779541,1,0,570.6622314453125,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,0,0.2997014308365016,6.0,0.16666666666666666,0.0,0.0,0.0,1,1,0
Student ,8,1,5,7.559999942779541,1,0,558.9022216796875,133.10000610351562,1.0,2,0,0,0,0,0,0,0,0,0,0,0.31514972014628073,8.0,0.125,0.0,0.0,0.0,1,1,0
Sex ,4,1,5,7.559999942779541,1,0,558.9022216796875,179.66000366210938,1.0,2,0,0,0,0,0,0,0,0,0,0,0.31514972014628073,4.0,0.25,0.0,0.0,0.0,1,1,0
Device used ,12,2,5,7.559999942779541,1,0,558.9022216796875,225.77000427246094,1.0,3,0,0,0,0,0,0,0,0,0,0,0.31514972014628073,6.0,0.16666666666666666,0.0,0.0,0.0,1,1,0
Use,3,1,5,7.559999942779541,1,0,549.7822265625,336.6700134277344,1.0,2,0,0,0,0,0,0,0,0,0,0,0.3271300097788547,3.0,0.3333333333333333,0.0,0.0,0.0,1,1,0
of,2,1,5,7.559999942779541,1,0,549.7822265625,361.98089599609375,1.0,0,0,0,0,0,0,0,0,0,0,0,0.3271300097788547,2.0,0.5,0.0,0.0,0.0,1,1,0
MobDs,5,1,5,7.559999942779541,1,0,549.7822265625,379.8602600097656,1.0,3,0,0,0,0,0,0,0,0,0,0,0.3271300097788547,5.0,0.2,0.0,0.0,0.0,1,1,0
for,3,1,5,7.559999942779541,1,0,558.9022216796875,336.6700134277344,1.0,0,0,0,0,0,0,0,0,0,0,0,0.31514972014628073,3.0,0.3333333333333333,0.0,0.0,0.0,1,1,0
language,8,1,5,7.559999942779541,1,0,558.9022216796875,369.2989501953125,1.0,0,0,0,0,0,0,0,0,0,0,0,0.31514972014628073,8.0,0.125,0.0,0.0,0.0,1,1,0
study (approx.) ,16,2,5,7.559999942779541,1,0,568.022216796875,336.6700134277344,1.0,0,0,0,0,0,0,0,0,0,0,1,0.30316943051370676,8.0,0.125,0.0,0.0,0.0,1,1,0
Self-assessed,13,1,5,7.559999942779541,1,0,554.3421630859375,413.5899963378906,1.0,3,0,0,0,0,0,0,0,0,0,0,0.32113994514011607,13.0,0.07692307692307693,0.0,0.0,0.0,1,1,0
experience ,11,1,5,7.559999942779541,1,0,563.4622192382812,413.5899963378906,1.0,0,0,0,0,0,0,0,0,0,0,0,0.3091595753299938,11.0,0.09090909090909091,0.0,0.0,0.0,1,1,0
2nd,3,1,5,7.559999942779541,0,0,667.3822021484375,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,0,0.17264727703615995,3.0,0.3333333333333333,0.0,0.0,0.0,1,1,0
year,4,1,5,7.559999942779541,0,0,667.3822021484375,110.8987045288086,1.0,0,0,0,0,0,0,0,0,0,0,0,0.17264727703615995,4.0,0.25,0.0,0.0,0.0,1,1,0
B.A.,4,1,5,7.559999942779541,0,0,676.522216796875,85.10399627685547,1.0,1,0,0,0,0,0,0,0,0,0,1,0.16064068916772056,4.0,0.25,0.0,0.0,0.0,1,1,0
S1,2,1,5,7.559999942779541,0,0,595.8621826171875,133.10000610351562,1.0,1,0,0,0,0,0,0,0,0,0,0,0.26659804537560156,2.0,0.5,0.0,0.0,0.0,1,1,0
female,6,1,5,7.559999942779541,0,0,595.8621826171875,179.66000366210938,1.0,0,0,0,0,0,0,0,0,0,0,0,0.26659804537560156,6.0,0.16666666666666666,0.0,0.0,0.0,1,1,0
smartphone and tablet,21,3,5,7.559999942779541,0,0,595.8621826171875,225.77000427246094,1.0,0,0,0,0,0,0,0,0,0,0,0,0.26659804537560156,7.0,0.14285714285714285,0.0,0.0,0.0,1,1,0
2 years,7,2,5,7.559999942779541,0,0,595.8621826171875,336.6700134277344,1.0,0,0,0,0,0,0,0,0,1,0,0,0.26659804537560156,3.5,0.2857142857142857,0.0,0.0,0.0,1,1,0
not very experienced,20,3,5,7.559999942779541,0,0,595.8621826171875,413.5899963378906,1.0,0,0,0,0,0,0,0,0,0,0,0,0.26659804537560156,6.666666666666667,0.15,0.0,0.0,0.0,1,1,0
S2,2,1,5,7.559999942779541,0,0,621.1821899414062,133.10000610351562,1.0,1,0,0,0,0,0,0,0,0,0,0,0.23333695067705731,2.0,0.5,0.0,0.0,0.0,1,1,0
female,6,1,5,7.559999942779541,0,0,621.1821899414062,179.66000366210938,1.0,0,0,0,0,0,0,0,0,0,0,0,0.23333695067705731,6.0,0.16666666666666666,0.0,0.0,0.0,1,1,0
smartphone,10,1,5,7.559999942779541,0,0,621.1821899414062,225.77000427246094,1.0,0,0,0,0,0,0,0,0,0,0,0,0.23333695067705731,10.0,0.1,0.0,0.0,0.0,1,1,0
5 years,7,2,5,7.559999942779541,0,0,621.1821899414062,336.6700134277344,1.0,0,0,0,0,0,0,0,0,1,0,0,0.23333695067705731,3.5,0.2857142857142857,0.0,0.0,0.0,1,1,0
experienced,11,1,5,7.559999942779541,0,0,621.1821899414062,413.5899963378906,1.0,0,0,0,0,0,0,0,0,0,0,0,0.23333695067705731,11.0,0.09090909090909091,0.0,0.0,0.0,1,1,0
S3,2,1,5,7.559999942779541,0,0,646.502197265625,133.10000610351562,1.0,1,0,0,0,0,0,0,0,0,0,0,0.20007585597851305,2.0,0.5,0.0,0.0,0.0,1,1,0
female,6,1,5,7.559999942779541,0,0,646.502197265625,179.66000366210938,1.0,0,0,0,0,0,0,0,0,0,0,0,0.20007585597851305,6.0,0.16666666666666666,0.0,0.0,0.0,1,1,0
smartphone,10,1,5,7.559999942779541,0,0,646.502197265625,225.77000427246094,1.0,0,0,0,0,0,0,0,0,0,0,0,0.20007585597851305,10.0,0.1,0.0,0.0,0.0,1,1,0
5 years,7,2,5,7.559999942779541,0,0,646.502197265625,336.6700134277344,1.0,0,0,0,0,0,0,0,0,1,0,0,0.20007585597851305,3.5,0.2857142857142857,0.0,0.0,0.0,1,1,0
fairly experienced,18,2,5,7.559999942779541,0,0,646.502197265625,413.5899963378906,1.0,0,0,0,0,0,0,0,0,0,0,0,0.20007585597851305,9.0,0.1111111111111111,0.0,0.0,0.0,1,1,0
S4,2,1,5,7.559999942779541,0,0,671.8222045898438,133.10000610351562,1.0,1,0,0,0,0,0,0,0,0,0,0,0.1668147612799688,2.0,0.5,0.0,0.0,0.0,1,1,0
female,6,1,5,7.559999942779541,0,0,671.8222045898438,179.66000366210938,1.0,0,0,0,0,0,0,0,0,0,0,0,0.1668147612799688,6.0,0.16666666666666666,0.0,0.0,0.0,1,1,0
"smartphone, rarely tablet",25,3,5,7.559999942779541,0,0,671.8222045898438,225.77000427246094,1.0,0,0,0,0,0,0,0,0,0,0,1,0.1668147612799688,8.333333333333334,0.12,0.0,0.0,0.0,1,1,0
4 years,7,2,5,7.559999942779541,0,0,671.8222045898438,336.6700134277344,1.0,0,0,0,0,0,0,0,0,1,0,0,0.1668147612799688,3.5,0.2857142857142857,0.0,0.0,0.0,1,1,0
fairly experienced,18,2,5,7.559999942779541,0,0,671.8222045898438,413.5899963378906,1.0,0,0,0,0,0,0,0,0,0,0,0,0.1668147612799688,9.0,0.1111111111111111,0.0,0.0,0.0,1,1,0
S5,2,1,5,7.559999942779541,0,0,697.1622314453125,133.10000610351562,1.0,1,0,0,0,0,0,0,0,0,0,0,0.13352736834555914,2.0,0.5,0.0,0.0,0.0,1,1,0
female,6,1,5,7.559999942779541,0,0,697.1622314453125,179.66000366210938,1.0,0,0,0,0,0,0,0,0,0,0,0,0.13352736834555914,6.0,0.16666666666666666,0.0,0.0,0.0,1,1,0
smartphone,10,1,5,7.559999942779541,0,0,697.1622314453125,225.77000427246094,1.0,0,0,0,0,0,0,0,0,0,0,0,0.13352736834555914,10.0,0.1,0.0,0.0,0.0,1,1,0
3 years,7,2,5,7.559999942779541,0,0,697.1622314453125,336.6700134277344,1.0,0,0,0,0,0,0,0,0,1,0,0,0.13352736834555914,3.5,0.2857142857142857,0.0,0.0,0.0,1,1,0
not very experienced,20,3,5,7.559999942779541,0,0,697.1622314453125,413.5899963378906,1.0,0,0,0,0,0,0,0,0,0,0,0,0.13352736834555914,6.666666666666667,0.15,0.0,0.0,0.0,1,1,0
S6,2,1,5,7.559999942779541,0,0,722.482177734375,133.10000610351562,1.0,1,0,0,0,0,0,0,0,0,0,0,0.10026635382456327,2.0,0.5,0.0,0.0,0.0,1,1,0
male,4,1,5,7.559999942779541,0,0,722.482177734375,179.66000366210938,1.0,0,0,0,0,0,0,0,0,0,0,0,0.10026635382456327,4.0,0.25,0.0,0.0,0.0,1,1,0
smartphone,10,1,5,7.559999942779541,0,0,722.482177734375,225.77000427246094,1.0,0,0,0,0,0,0,0,0,0,0,0,0.10026635382456327,10.0,0.1,0.0,0.0,0.0,1,1,0
2 years,7,2,5,7.559999942779541,0,0,722.482177734375,336.6700134277344,1.0,0,0,0,0,0,0,0,0,1,0,0,0.10026635382456327,3.5,0.2857142857142857,0.0,0.0,0.0,1,1,0
experienced,11,1,5,7.559999942779541,0,0,722.482177734375,413.5899963378906,1.0,0,0,0,0,0,0,0,0,0,0,0,0.10026635382456327,11.0,0.09090909090909091,0.0,0.0,0.0,1,1,0
S7,2,1,5,7.559999942779541,0,0,747.8021850585938,133.10000610351562,1.0,1,0,0,0,0,0,0,0,0,0,0,0.06700525912601903,2.0,0.5,0.0,0.0,0.0,1,1,0
female,6,1,5,7.559999942779541,0,0,747.8021850585938,179.66000366210938,1.0,0,0,0,0,0,0,0,0,0,0,0,0.06700525912601903,6.0,0.16666666666666666,0.0,0.0,0.0,1,1,0
smartphone and tablet,21,3,5,7.559999942779541,0,0,747.8021850585938,225.77000427246094,1.0,0,0,0,0,0,0,0,0,0,0,0,0.06700525912601903,7.0,0.14285714285714285,0.0,0.0,0.0,1,1,0
5 years,7,2,5,7.559999942779541,0,0,747.8021850585938,336.6700134277344,1.0,0,0,0,0,0,0,0,0,1,0,0,0.06700525912601903,3.5,0.2857142857142857,0.0,0.0,0.0,1,1,0
fairly experienced,18,2,5,7.559999942779541,0,0,747.8021850585938,413.5899963378906,1.0,0,0,0,0,0,0,0,0,0,0,0,0.06700525912601903,9.0,0.1111111111111111,0.0,0.0,0.0,1,1,0
"The EUROCALL Review, Volume 25, No. 2, September 2017",53,9,6,11.039999961853027,0,1,37.559967041015625,166.6999969482422,1.4603174663244793,3,0,0,0,0,0,0,0,0,0,1,1.0,5.888888888888889,0.16981132075471697,0.0,0.0,0.0,1,0,0
23,2,1,6,8.039999961853027,0,1,798.8099365234375,293.57000732421875,1.063492066495573,3,0,0,0,0,0,0,0,0,0,0,0.0,2.0,0.5,0.0,0.0,0.0,1,1,0
S8,2,1,6,7.559999942779541,0,0,79.54215240478516,133.10000610351562,1.0,1,0,0,0,0,0,0,0,0,0,0,0.9448509858170326,2.0,0.5,0.0,0.0,0.0,1,1,0
female,6,1,6,7.559999942779541,0,0,79.54215240478516,179.66000366210938,1.0,0,0,0,0,0,0,0,0,0,0,0,0.9448509858170326,6.0,0.16666666666666666,0.0,0.0,0.0,1,1,0
smartphone,10,1,6,7.559999942779541,0,0,79.54215240478516,225.77000427246094,1.0,0,0,0,0,0,0,0,0,0,0,0,0.9448509858170326,10.0,0.1,0.0,0.0,0.0,1,1,0
2 years,7,2,6,7.559999942779541,0,0,79.54215240478516,336.6700134277344,1.0,0,0,0,0,0,0,0,0,1,0,0,0.9448509858170326,3.5,0.2857142857142857,0.0,0.0,0.0,1,1,0
fairly experienced,18,2,6,7.559999942779541,0,0,79.54215240478516,413.5899963378906,1.0,0,0,0,0,0,0,0,0,0,0,0,0.9448509858170326,9.0,0.1111111111111111,0.0,0.0,0.0,1,1,0
S9,2,1,6,7.559999942779541,0,0,104.8621597290039,133.10000610351562,1.0,1,0,0,0,0,0,0,0,0,0,0,0.9115898911184884,2.0,0.5,0.0,0.0,0.0,1,1,0
male,4,1,6,7.559999942779541,0,0,104.8621597290039,179.66000366210938,1.0,0,0,0,0,0,0,0,0,0,0,0,0.9115898911184884,4.0,0.25,0.0,0.0,0.0,1,1,0
smartphone,10,1,6,7.559999942779541,0,0,104.8621597290039,225.77000427246094,1.0,0,0,0,0,0,0,0,0,0,0,0,0.9115898911184884,10.0,0.1,0.0,0.0,0.0,1,1,0
4 years,7,2,6,7.559999942779541,0,0,104.8621597290039,336.6700134277344,1.0,0,0,0,0,0,0,0,0,1,0,0,0.9115898911184884,3.5,0.2857142857142857,0.0,0.0,0.0,1,1,0
not very experienced,20,3,6,7.559999942779541,0,0,104.8621597290039,413.5899963378906,1.0,0,0,0,0,0,0,0,0,0,0,0,0.9115898911184884,6.666666666666667,0.15,0.0,0.0,0.0,1,1,0
3rd year,8,2,6,7.559999942779541,0,0,186.3422088623047,85.10399627685547,1.0,0,0,0,0,0,0,0,0,0,0,0,0.8045553395260601,4.0,0.25,0.0,0.0,0.0,1,1,0
B.A.,4,1,6,7.559999942779541,0,0,200.74217224121094,85.10399627685547,1.0,1,0,0,0,0,0,0,0,0,0,1,0.7856391307166242,4.0,0.25,0.0,0.0,0.0,1,1,0
S10,3,1,6,7.559999942779541,0,0,130.1821746826172,133.10000610351562,1.0,1,0,0,0,0,0,0,0,0,0,0,0.8783287863977506,3.0,0.3333333333333333,0.0,0.0,0.0,1,1,0
female,6,1,6,7.559999942779541,0,0,130.1821746826172,179.66000366210938,1.0,0,0,0,0,0,0,0,0,0,0,0,0.8783287863977506,6.0,0.16666666666666666,0.0,0.0,0.0,1,1,0
smartphone,10,1,6,7.559999942779541,0,0,130.1821746826172,225.77000427246094,1.0,0,0,0,0,0,0,0,0,0,0,0,0.8783287863977506,10.0,0.1,0.0,0.0,0.0,1,1,0
5 years,7,2,6,7.559999942779541,0,0,130.1821746826172,336.6700134277344,1.0,0,0,0,0,0,0,0,0,1,0,0,0.8783287863977506,3.5,0.2857142857142857,0.0,0.0,0.0,1,1,0
fairly experienced,18,2,6,7.559999942779541,0,0,130.1821746826172,413.5899963378906,1.0,0,0,0,0,0,0,0,0,0,0,0,0.8783287863977506,9.0,0.1111111111111111,0.0,0.0,0.0,1,1,0
